text,therapy,disorder,source,citation
I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with sadness, bereavement, loss, adjustment disorder. Symptoms are affecting daily functioning.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"Patient presents with concentration difficulties, nervousness, sleep onset delay. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,DSM-5 GAD criteria + NICE step-care model
I'm dealing with an illness that will never go away and I feel like my life will never change for the better. I feel alone and that i have no one.    How can I overcome this pain and learn to be happy alone?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
What are some difficulties that a counselor can encounter when dealing with a client?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
Is this something I should be worried about? Should I do something about it?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with grief, loss, bereavement, sadness. This has persisted for several months.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"My fiancé and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. 

I recently found out he cheated on me with another women.  He says he wants his family back but I'm confused on",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies    I've been struggling for 5 yrs in a relationship with ,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
It's especially bad at night time. I am scared of sleeping alone.,Sleep Therapy,Anxiety,huggingface_counseling,
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items. I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault. How can I cope with feeling like this?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I always see the worst end of things. My boyfriend and I aren't talking, and I swear he's leaving me. I keep failing my road test, and I see my future crumble. I have no desire for friends. I pushed my best friend away after Christmas, and I have no desire to fix it or make new friends. My aunt died",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"I'm a teenage gay girl, and I'm in love with a girl a few years older than me. She loves me too, but we're not physically together at the moment. I've been thinking about being transgender soon too, but my family doesn't accept me, so I honestly don't know what to do about that because I feel like I",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My daughter is in later elementary school. She can't color in the lines. Her words jumble together when she writes unless there are big spaces or she skips lines.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with persistent low mood, loss of interest. Patient has tried self-management without success.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
"Patient presents with poor concentration, persistent low mood, fatigue. Patient has tried self-management without success.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. But how do I stop the nightmares and flashbacks? It is creating a wall in my current relationship.",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
"My roommate has had a drinking problem for a while. She goes out, gets trashed, and then expects everyone to take care of her. The next morning, she apologizes constantly until she feels validated. She also thinks everyone hates her all the time. If I don't seem anything other than happy, she asks m",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I feel depressed even though I act like a happy with my family. I act like I’m happy so my son doesn’t see me sad. I act like my life is a happy life, but I feel sad and depressed. I sometimes think of killing myself and that my family deserve someone better than me. I just cry and write in my book ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My husband and I are separated. He says he needs some time apart. He says he needs to get back the “in love” part of a relationship but doesn’t want to lose me. Should I wait or start over new?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with specific fear, avoidance, anticipatory anxiety, phobic stimulus. No prior psychiatric history.",Exposure Therapy,Anxiety,clinical_knowledge_graph,APA Practice Guideline: In vivo exposure for specific phobia
How do I decide if I should end my relationship with my boyfriend?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Sometimes, when I look at my pet cat, I think about how innocent he is and how somebody could hurt or kill him. It makes me sad because I love him, but I always think about how helpless he is. There've even been split-seconds where I felt almost tempted to kick him, followed by shame and guilt.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
